sl.no,title,label,body
ArduPilot/ardupilot,Support RTL_ALTITUDE when using RTL_AUTOLAND,"## Feature request

We have a fixed-wing plane which has a complicated landing sequence, which forces us to always land in AUTO mode using `RTL_AUTOLAND` parameter. However, this means that `RTL_ALTITUDE` is ignored, since the vehicle always proceeds to the first waypoint after `MAV_CMD_DO_LAND_START`. I also need a way to support ""return at current altitude"", set when parameter is equal to -1.
The landing sequence contains `MAV_CMD_NAV_LOITER_TO_ALT` at 50m AGL which is required for final approach, but the plane glides to it in a straight descending line, potentially crashing into terrain.

*I would like the vehicle to complete the RTL route on altitude set in `RTL_ALTITUDE` parameter, also when landing in AUTO mode, and only descend when close to landing sequence.*

**Workaround**
By adding a `MAV_CMD_NAV_WAYPOINT` after `MAV_CMD_DO_LAND_START` and before `MAV_CMD_NAV_LOITER_TO_ALT`, I can adjust the return altitude on this mission item, and have the plane climb to it immediately by setting bit 14 of `FLIGHT_OPTIONS`. I am including the Lua function below.

The problem is, that **this script needs to reliably detect when RTL mode is triggered** to update the waypoint. When using `RTL_AUTOLAND` the vehicle switches to AUTO immediately, and I might miss it between the calls of the script. When changing the mode from GCS, I can listen to `MAV_CMD_DO_SET_MODE`, but can't detect RTL triggered by another script or RC transmitter. Finally, I can't simply look at the index of current waypoint, because I don't want to climb to RTL altitude when mission proceeds to landing sequence as planned.

**Platform**
[  ] All
[  ] AntennaTracker
[  ] Copter
[x ] Plane
[  ] Rover
[  ] Submarine

**Additional context**
I'd be happy to contribute either a reliable way to detect RTL in Lua when using Automatic landing or some more involved behaviour for RTL, as preferred by the dev team.

I searched the issues for `RTL_AUTOLAND` and `RTL_ALTITUDE` but didn't find anything with both for my use case. There's a thread [Altitude behaviour on RTL using DO_LAND_START with RTL_AUTOLAND=2](https://discuss.ardupilot.org/t/altitude-behaviour-on-rtl-using-do-land-start-with-rtl-autoland-2/83922) which confirms that adding a waypoint is the way to do it.

```lua
-- Update first waypoint of landing sequence to recreate RTL_ALTITUDE behavior in AUTO
-- 
-- This must be called every time the vehicle enters RTL. Because the altitude target is specified
-- as a regular waypoint with large acceptance radius, the vehicle might not reach it if it's already close.
-- Note that if RTL is switched into AUTO and vehicle continues the mission it will fly to RTL altitude,
-- this can be reset to original value by reuploading the mission plan from GCS.
local function update_rtl_altitude()
    local doland_idx = find_do_land_start_index()
    if not doland_idx then
        return
    end

    local rtl_idx = doland_idx + 1
    local rtl_item = mission:get_item(rtl_idx)
    if (not rtl_item) or rtl_item:command() ~= MAV_CMD_NAV_WAYPOINT then
        return
    end

    local rtl_altitude = RTL_ALTITUDE:get()
    if not rtl_altitude then
        return
    end

    if rtl_altitude == -1 then
        local current_rel_alt = -ahrs:get_relative_position_D_home()
        rtl_item:z(current_rel_alt)
    else
        rtl_item:z(rtl_altitude)
    end

    -- Never write altitude smaller than 50 m
    if rtl_item:z() < 50 then
        rtl_item:z(50)
    end
    -- Ensure the altitude is relative to home like the parameter
    rtl_item:frame(MAV_FRAME_GLOBAL_RELATIVE_ALT)

    mission:set_item(rtl_idx, rtl_item)
    gcs:send_text(MAV_SEVERITY.NOTICE, string.format(""Doing RTL at %.0f m (REL)"", rtl_item:z()))

    -- If already flying there, update the navigation target after mission was modified
    if mission:get_current_nav_index() == rtl_idx then
        mission:set_current_cmd(rtl_idx)
    end
end
```

*Contribution on behalf of @FlyfocusUAV*",[],0
ArduPilot/ardupilot,Copter: Ch6 tuning of WP Speed overshoots during the beginning of the first leg,"Copter supports transmitter based tuning ([see wiki here](https://ardupilot.org/copter/docs/common-transmitter-tuning.html)) including the ability to adjust the speed during auto missions.  Unfortunately it seems this doesn't take effect immediately when auto starts so the vehicle will overspeed in the first segment of the mission.

The issue can be reproduced in SITL with AP-4.7.0-dev (or higher) by doing the following:

1. param set RC6_OPTION 219 (Transmitter Tuning)
2. param set TUNE 10 (WP Speed)
3. param set TUNE_MIN 100 (1m/s)
4. param set TUNE_MAX 1000 (10m/s)
5. param set AUTO_OPTIONS 3 (allow arming and takeoff in Auto mode)
6. create an auto mission with long segments (e.g. a big square)
7. auto
8. arm throttle
9. rc 6 1000

The vehicle should fly at 1m/s but instead it will fly at up to 6m/s for the first segment before slowing to 1m/s

This issue was found as part of the investigation of [this user report](https://discuss.ardupilot.org/t/copter-4-6-3-released/140596/29).","['BUG', 'Copter']",0
ArduPilot/ardupilot,"Copter parameter conversion from cm, cd to m and degrees","ANGLE_MAX
  -> PILOT_ANGLE_MAX
  -> ATC_ANGLE_MAX

ATC_ACCEL_P_MAX
-> ATC_CMD_ACCEL_P

ATC_ACCEL_R_MAX 
-> ATC_CMD_ACCEL_R

ATC_ACCEL_Y_MAX 
-> ATC_CMD_ACCEL_Y

Future PR correction acceleration limits (currently hard-coded to half the command model):
ATC_CORR_A_P_MAX
ATC_CORR_A_R_MAX
ATC_CORR_A_Y_MAX
ATC_CORR_ACCEL_P
ATC_CORR_ACCEL_R
ATC_CORR_ACCEL_Y

ATC_SLEW_YAW
  -> WP_Y_RATE_MAX
  -> ATC_AUTO_YAW_MAX
  -> ATC_SLEW_YAW_MAX

AVOID_ANGLE_MAX -> AVOID_ANGLE_LIM

BARO_ALTERR_MAX

CIRCLE_RADIUS
  -> CIRCLE_RAD
  -> CIRCLE_RAD_M
  -> CIRCLE_RADIUS_M

LAND_ALT_LOW
  -> LAND_ALT_LOW_M
  -> LAND_ALT_FINAL

LAND_SPEED
  -> LAND_SPEED_M
  -> LAND_SPEED_FINAL
  -> LAND_SPD
  -> LAND_SPD_LOW
  -> LAND_SPD_M
  -> LAND_SPD_FINAL

LAND_SPEED_HIGH
  -> LAND_SPD_HIGH
  -> LAND_SPD_HIGH_M
  -> LAND_SPD_HI

LOIT_ACC_MAX
  -> LOIT_ACC_MAX_M
  -> LOIT_ACC_M
  -> LOIT_ACC

LOIT_BRK_ACCEL
  -> LOIT_BRK_ACCEL_M
  -> LOIT_ACCEL_BRK

LOIT_BRK_JERK
  -> LOIT_BRK_JERK_M
  -> LOIT_JERK_BRK

LOIT_SPEED
  -> LOIT_SPEED_M
  -> LOIT_SPD
  -> LOIT_SPD_M

MOT_YAW_HEADROOM
  -> MOT_YAW_RESERVE
  -> MOT_YAW_RES
  -> MOT_YAW_HEAD
(note: currently PWM-based, needs normalisation)

PHLD_BRAKE_ANGLE -> PHLD_BRK_ANGLE
PHLD_BRAKE_RATE  -> PHLD_BRK_RATE

Possible prefix change: PILOT -> PLT

PILOT_ACCEL_Z
  -> PILOT_ACC_Z
  -> PILOT_ACCEL_Z_M

PILOT_SPEED_DN
  -> PILOT_SPD_DN
  -> PILOT_SPD_DN_M
  -> PILOT_SPEED_DN_M

PILOT_SPEED_UP
  -> PILOT_SPD_UP
  -> PILOT_SPD_UP_M
  -> PILOT_SPEED_UP_M

PILOT_TKOFF_ALT
  -> PILOT_TKOFF_ALTM
  -> PILOT_TKO_ALT_M

PILOT_Y_RATE

RTL_ALT
  -> RTL_ALT_MIN
  -> RTL_ALT_M

RTL_ALT_FINAL
  -> RTL_ALT_STOP
  -> RTL_ALT_HOVER
  -> RTL_ALT_FINAL_M

RTL_CLIMB_MIN
  -> RTL_CLIMB_MIN_M
  -> RTL_CLMB_MIN

RTL_SPEED -> RTL_SPD

WPNAV -> WP

WPNAV_ACCEL
WPNAV_ACCEL_C
WPNAV_ACCEL_Z
WPNAV_RADIUS
WPNAV_SPEED
WPNAV_SPEED_DN
WPNAV_SPEED_UP
","['Copter', 'FeatureRequest']",0
ArduPilot/ardupilot,BDShot FW on IOMCU (F103) of newer Pixhawk 2.4.8 doesn't work,"## Bug report

**Issue details**

Setting BRD_IO_DSHOT on a Pixhawk 2.4.8 with F103 co-processor fails to load the dshot firmware onto it and soft-bricks (solid amber iomcu indicator, no ACT indicator, IOMCU unhealthy message)
Normally, the Messages tab shows iomcu: 0 0 411FC231
 but when bricked, it shoes iomcu: 0 0 0

**Version**
4.6.2, 4.6.3
stock Pixhawk-bdshot

**Platform**
[ x ] Copter

**Airframe type**
Quad

**Hardware type**
Pixhawk 2.4.8

**Logs**
N/A",[],0
ArduPilot/ardupilot,ArduPilot doesn't start on some boards with PX4 bootloader,"## Bug report

**Issue details**

ArduPilot doesn't start (immediately crashes) on STM32H7 boards where a PX4 bootloader is used. You can see the bootloader appear on USB and then disappear after a few seconds, and nothing happens after that.

Also see proposed (likely wrong) fix and discussion in https://github.com/ArduPilot/ChibiOS/pull/98.

FYI: @tpwrules, @andyp1per, @bugobliterator 

**To reproduce:**

1. Backup AP parameters in case you don't want to lose them!
2. Flash PX4 (e.g use QGroundControl and flash PX4 firmware. (It says stable 1.16 but in fact installs 1.17alpha1, which works to install the bootloader anyway)
3. In QGC, go to Analyze Tools -> MAVLink Console and run `bl_update /etc/extras/cubepilot_cubeorange_bootloader.bin` for CubeOrange or `bl_update /etc/extras/cubepilot_cubeorangeplus_bootloader.bin` for CubeOrange+.
(Alternatively, you can set param `SYS_BL_UPDATE` to `1` (Enabled) and reboot the board, however, this only works with 1.17/main but not 1.16 or 1.15 where it is broken.)
4. Flash ArduPilot

**Version**
ArduCopter 4.6.3 (and previous)

**Platform**
[ x] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
N/A

**Hardware type**
Likely all STM32H7, e.g. CubeOrange, CubeOrange+ 

**Logs**
N/A
",[],0
ArduPilot/ardupilot,STM32F412CGU6  bootloader USB no recognition,"Recently, while testing bootloaders and applications for the F412 series, I found that the USB port was not working properly.",[],0
ArduPilot/ardupilot,No Parameter Length Validation at build,"## Bug report

**Issue details**

When you define a parameter with a name (including the full prefix chain) that's longer than 16 characters, everything compiles fine and the firmware uploads without any warnings. But then the autopilot just crashes silently during startup when it tries to initialize the parameters. There's no error message, no indication of what went wrong - it just fails back to boot loader.

The AP_MAX_NAME_SIZE limit of 16 chars makes sense, but the build system should catch this before you even get to the upload stage.

**Version**

Master branch (current as of 13NOV25)

**Platform**

[X] All

**Airframe type**

Affects all airframe types - this is a build/parameter system issue

**Hardware type**

Tested on various STM32 builds (ie Cube Orange, custom Periph Hardware etc)

**Logs**

No useful logs which was a part of the difficulty in finding this bug - Could pull GDB etc, but the issue is pretty clearly that the user defined Parameter name out of bounds is triggering watchdog loop back to boot loader.",[],0
ArduPilot/ardupilot,Leverage pending Ardupilot gimbal features to gimbal manager V2 mavlink sub-protocol,"Following the conversation https://github.com/ArduPilot/ardupilot/pull/23092, It seems there are some Ardupilot gimbal features that do not have any way to be triggered and monitored using gimbal manager v2 sub-protocol.

Adding them would allow for very nice GCS integrations like we already have for the rest of gimbal features. So far I think the only feature remaining would be:

- Track with gimbal another vehicle system ID.
- Track with gimbal home position.

If there is any other feature not supported please let me know and we can add it to the list. Whenever we all are happy with the pending features to work over, I will work on them in all fronts, Ardupilot, mavlink and QGC.","['Enhancement', 'Gimbal', 'Camera']",0
ArduPilot/ardupilot,Valgrind error in AP_Mission_ChangeDetector,"During the implementation of ARC Waypoints (PR: https://github.com/ArduPilot/ardupilot/pull/31139) we found that Valgrind complains about [AP_Mission_ChangeDetector](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AP_Mission/AP_Mission_ChangeDetector.h) using uninitialised variables.

We have a PR here that includes an autotest that fails due to the issue https://github.com/ArduPilot/ardupilot/pull/31492

I suspect the issue is actually very rare and innocuous but we should still investigate and fix it",[],0
ArduPilot/ardupilot,After upgrading to arduplane 4.6.x GPS bitrate 115k can't be enforced by option.,"## Bug report

**Issue details**

In Arduplane 4.6.x stopped working option GPS_DRV_OPTION=4 (bitmask xxxxx1xx) to enforce GPS bitrate 115200.
This can be because parameter GPS_TYPE was removed in 4.6.3
In versions 4.5 and lower it was necessary to set GPS_TYPE=2 (ublox) to make GPS_DRV_OPTION=4 work (even it's not logical, it didn't work with autodetection, only with fixed GPS type.)
I'm using a GPS beacon ""sniffing"" on the GPS data which can't  work with bitrate higher than 115k.

Long time ago discussed here: https://discuss.ardupilot.org/t/is-it-possible-to-limit-maximal-negotiated-gps-serial-bitrate-tbeacon-stopped-working-after-upgrading-to-plane-4-2/88011
Then I found that GPS_TYPE=2 is needed so I set it like this and it worked ... until 4.6.

**Version**
Arduplane 4.6.3 bdshot

**Platform**
[  ] All
[  ] AntennaTracker
[  ] Copter
[ X] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
V-tail aiplane

**Hardware type**
Matek F405 Wing bdshot

**Logs**

",[],0
ArduPilot/ardupilot,AP_DDS: add vicon pose information input,"## Feature request

**Is your feature request related to a problem? Please describe.**
Motion Capture System is always used to provide pose information for copters in indoors environment. Even mavproxy offers a module to get pose information form Vicon and send to ardupilot, the ROS2 support is still needed as users can do the close-loop completely in ROS2. 

**Describe the solution you'd like**
ardupilot is subscribed to the topic `/vision/pose` and takes pose information from that to update.

**Describe alternatives you've considered**
_A clear and concise description of any alternative solutions or features you've considered._

**Platform**
[  ] All
[  ] AntennaTracker
[X] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Additional context**
_Add any other context or screenshots about the feature request here._
",[],0
